id_feature_value;id_lang;value;
"8075";"1";"Frasco";
"8076";"1";"400 ml";
"8077";"1";"Frasco";
"8078";"1";"240 g";
"8079";"1";"Provitamina B5";
"8081";"1";"Tubo";
"8082";"1";"30 g";
"8083";"1";"DMAE";
"8085";"1";"Frasco";
"8086";"1";"200 ml";
"8087";"1";"Barra";
"8088";"1";"100 g";
"8089";"1";"Anti acnil 3";
"8090";"1";"Frasco";
"8091";"1";"45 g";
"8092";"1";"Frasco";
"8093";"1";"30 m";
"8094";"1";"Frasco";
"8095";"1";"160 ml";
"8096";"1";"Frasco";
"8097";"1";"100 ml";
"8098";"1";"Caja";
"8099";"1";"10 Tampones";
"8100";"1";"Frasco";
"8101";"1";"125 ml";
"8102";"1";"Frasco";
"8103";"1";"30 ml";
"8104";"1";"Frasco";
"8105";"1";"100g";
"8106";"1";"Neomicina sulfato";
"8108";"1";"Tubo";
"8109";"1";"4g";
"8110";"1";"Caja";
"8111";"1";"6 Cepillos";
"8112";"1";"Tubo";
"8113";"1";"250 ml";
"8114";"1";"Frasco";
"8115";"1";"200 ml";
"8116";"1";"Frasco";
"8117";"1";"400 ml";
"8118";"1";"Barra";
"8119";"1";"3 Jabones";
"8120";"1";"Sábila y vitamina E";
"8121";"1";"Frasco";
"8122";"1";"200 ml";
"8123";"1";"Frasco";
"8124";"1";"400 ml";
"8125";"1";"Frasco";
"8126";"1";"200 ml";
"8127";"1";"Frasco";
"8128";"1";"50g";
"8129";"1";"Caja";
"8130";"1";"10 Sachets";
"8131";"1";"Frasco";
"8132";"1";"200 ml";
"8133";"1";"Bio-ceramida y omega";
"8134";"1";"Frasco";
"8135";"1";"30 ml";
"8136";"1";"Frasco";
"8137";"1";"20 g";
"8138";"1";"Tubo";
"8139";"1";"4g";
"8140";"1";"Frasco";
"8141";"1";"180 ml";
"8142";"1";"Frasco";
"8143";"1";"120 ml";
"8144";"1";"Frasco";
"8145";"1";"200 ml";
"8146";"1";"Frasco";
"8147";"1";"400 ml";
"8148";"1";"Frasco";
"8149";"1";"360 ml";
"8150";"1";"Frasco";
"8151";"1";"415 ml";
"8152";"1";"Tubo";
"8153";"1";"150g";
"8154";"1";"Caja";
"8155";"1";"12 Unidades";
"8156";"1";"Frasco";
"8157";"1";"325 ml";
"8158";"1";"Frasco";
"8159";"1";"350 ml";
"8160";"1";"Frasco";
"8161";"1";"35 ml";
"8162";"1";"Barra";
"8163";"1";"43 g";
"8164";"1";"Frasco";
"8165";"1";"50 g";
"8166";"1";"Frasco";
"8167";"1";"400 g";
"8168";"1";"Caja";
"8169";"1";"4 Cartuchos";
"8170";"1";"Frasco";
"8171";"1";"40 g";
"8172";"1";"Hidroquinona";
"8173";"1";"Frasco";
"8174";"1";"100 m";
"8175";"1";"Tubo";
"8176";"1";"25g";
"8177";"1";"Caja";
"8178";"1";"5 Unidades";
"8179";"1";"Frasco";
"8180";"1";"400 ml";
"8181";"1";"Caja";
"8182";"1";"20 Sobres";
"8183";"1";"Frasco";
"8184";"1";"43 g";
"8185";"1";"Barra";
"8186";"1";"125g";
"8187";"1";"Tubo";
"8188";"1";"100g";
"8189";"1";"Tubo";
"8190";"1";"30g";
"8191";"1";"Óxido de Zinc y nistatina";
"8192";"1";"Frasco";
"8193";"1";"250 ml";
"8194";"1";"Frasco";
"8195";"1";"360 ml";
"8196";"1";"Frasco";
"8197";"1";"106g";
"8198";"1";"Tubo";
"8199";"1";"4";
"8201";"1";"Vitamina E";
"8202";"1";"Tubo";
"8203";"1";"30g";
"8204";"1";"Nistatina y óxido de Zinc.";
"8205";"1";"Frasco";
"8206";"1";"200g";
"8207";"1";"Frasco";
"8208";"1";"120 ml";
"8209";"1";"Frasco";
"8210";"1";"150 ml";
"8211";"1";"Caja";
"8212";"1";"2 Barras";
"8213";"1";"Tubo";
"8214";"1";"60g";
"8215";"1";"Pantenol y alentoína";
"8216";"1";"Frasco";
"8217";"1";"200 ml";
"8218";"1";"Tubo";
"8219";"1";"75 ml";
"8220";"1";"Frasco";
"8221";"1";"12g";
"8222";"1";"Tubo";
"8223";"1";"4g";
"8224";"1";"Frasco";
"8225";"1";"9g";
"8226";"1";"Frasco";
"8227";"1";"390g";
"8228";"1";"Triclosán";
"8230";"1";"Caja";
"8231";"1";"12 Sobres";
"8232";"1";"Barra";
"8233";"1";"100g";
"8234";"1";"Caja";
"8235";"1";"12 Sobres";
"8236";"1";"Caja";
"8237";"1";"20 Sachets";
"8238";"1";"Frasco";
"8239";"1";"400 ml";
"8240";"1";"Frasco";
"8241";"1";"360 ml";
"8242";"1";"Frasco";
"8243";"1";"100g";
"8244";"1";"Vitamina  E y F";
"8245";"1";"Caja";
"8246";"1";"3 Barras";
"8247";"1";"Caja";
"8248";"1";"20 Copitos";
"8249";"1";"Barra";
"8250";"1";"130g";
"8251";"1";"Frasco";
"8252";"1";"200 ml";
"8253";"1";"Frasco";
"8254";"1";"550 ml";
"8255";"1";"Barra";
"8256";"1";"100g";
"8257";"1";"Tubo";
"8258";"1";"4g";
"8259";"1";"Frasco";
"8260";"1";"60g";
"8261";"1";"Salicilato de metilo";
"8262";"1";"Tubo";
"8263";"1";"6";
"8264";"1";"Ácidohialurónico y saponina";
"8265";"1";"Frasco";
"8266";"1";"50g";
"8267";"1";"Roll-On";
"8268";"1";"50 ml";
"8269";"1";"Frasco";
"8270";"1";"50m";
"8271";"1";"Frasco";
"8272";"1";"12g";
"8273";"1";"Caja";
"8274";"1";"1 Cepillo";
"8275";"1";"Frasco";
"8276";"1";"200 ml";
"8277";"1";"Frasco";
"8278";"1";"360g";
"8279";"1";"Tubo";
"8280";"1";"8.5g";
"8281";"1";"Tubo";
"8282";"1";"30g";
"8283";"1";"Frasco";
"8284";"1";"150 ml";
"8285";"1";"Frasco";
"8286";"1";"200 ml";
"8287";"1";"Roll-On";
"8288";"1";"100 ml";
"8289";"1";"Barra";
"8290";"1";"300g";
"8291";"1";"Barra";
"8292";"1";"130g";
"8293";"1";"Vitamina C";
"8294";"1";"Frasco";
"8295";"1";"50g";
"8296";"1";"Frasco";
"8297";"1";"260 ml";
"8298";"1";"Frasco";
"8299";"1";"60 ml";
"8300";"1";"Piperazaina hexahidrato excipientes.";
"8301";"1";"Frasco";
"8302";"1";"100g";
"8303";"1";"Oxido de Zinc";
"8304";"1";"Frasco";
"8305";"1";"125 ml";
"8306";"1";"Frasco";
"8307";"1";"300 ml";
"8308";"1";"Caja";
"8309";"1";"1 Cepillo";
"8310";"1";"Caja";
"8311";"1";"1 Cepillo";
"8312";"1";"Prepack";
"8313";"1";"475 ml";
"8314";"1";"Caja";
"8315";"1";"1 Estuche";
"8316";"1";"Frasco";
"8317";"1";"240 ml";
"8318";"1";"Frasco";
"8319";"1";"250g";
"8320";"1";"Vitaminas";
"8322";"1";"Tubo";
"8323";"1";"100 ml";
"8324";"1";"Vitamina E";
"8325";"1";"Frasco";
"8326";"1";"400 ml";
"8327";"1";"Frasco";
"8328";"1";"133 ml";
"8329";"1";"Fosfato de sódio dibásico";
"8331";"1";"Frasco";
"8332";"1";"200 ml";
"8333";"1";"Caja";
"8334";"1";"18 Sachets";
"8335";"1";"Frasco";
"8336";"1";"125 ml";
"8337";"1";"Roll-On";
"8338";"1";"270g";
"8339";"1";"Frasco";
"8340";"1";"350 ml";
"8341";"1";"Frasco";
"8342";"1";"30 ml";
"8343";"1";"Serum";
"8344";"1";"Caja";
"8345";"1";"2 Cepillos";
"8346";"1";"Caja";
"8347";"1";"1 Labial";
"8348";"1";"Vitamina E";
"8349";"1";"Caja";
"8350";"1";"15 Unidades";
"8351";"1";"Cartón";
"8352";"1";"24 Máquinas";
"8353";"1";"SACHET";
"8354";"1";"10 Sachets";
"8355";"1";"Caja";
"8356";"1";"24 Cepillos";
"8357";"1";"Barra";
"8358";"1";"120g";
"8359";"1";"Tubo";
"8360";"1";"57g";
"8361";"1";"Oxido de Zinc";
"8363";"1";"Frasco";
"8364";"1";"400 ml";
"8365";"1";"Frasco";
"8366";"1";"260 ml";
"8367";"1";"Tubo";
"8368";"1";"60g";
"8369";"1";"Frasco";
"8370";"1";"4 Oz";
"8371";"1";"Frasco";
"8372";"1";"89g";
"8373";"1";"Frasco";
"8374";"1";"60 ml";
"8375";"1";"Ácido retinóico";
"8376";"1";"Tubo";
"8377";"1";"50 ml";
"8378";"1";"Flúor";
"8379";"1";"Frasco";
"8380";"1";"200 ml";
"8381";"1";"Frasco";
"8382";"1";"200 ml";
"8383";"1";"Vitaminas";
"8385";"1";"Frasco";
"8386";"1";"50g";
"8387";"1";"Roll-On";
"8388";"1";"50 ml";
"8389";"1";"Frasco";
"8390";"1";"30g";
"8391";"1";"Triclosan";
"8392";"1";"Tubo";
"8393";"1";"22 ml";
"8394";"1";"Flúor";
"8395";"1";"Frasco";
"8396";"1";"40g";
"8397";"1";"Hidroquinona";
"8398";"1";"Frasco";
"8399";"1";"45 ml";
"8400";"1";"Caja";
"8401";"1";"20 Sachets";
"8402";"1";"Frasco";
"8403";"1";"200 ml";
"8404";"1";"Crema de cacao";
"8405";"1";"Frasco";
"8406";"1";"100g";
"8407";"1";"Caja";
"8408";"1";"18 Sachets";
"8409";"1";"Frasco";
"8410";"1";"240 ml";
"8411";"1";"Barra";
"8412";"1";"130g";
"8413";"1";"Vitamina E";
"8414";"1";"Tubo";
"8415";"1";"50g";
"8416";"1";"Frasco";
"8417";"1";"400 ml";
"8418";"1";"Frasco";
"8419";"1";"300 ml";
"8420";"1";"Frasco";
"8421";"1";"120 ml";
"8422";"1";"Barra";
"8423";"1";"90g";
"8424";"1";"Glicerina";
"8425";"1";"Frasco";
"8426";"1";"50 Copitos";
"8427";"1";"Barra";
"8428";"1";"270g";
"8429";"1";"Frasco";
"8430";"1";"400 ml";
"8431";"1";"Frasco";
"8432";"1";"75 ml";
"8433";"1";"Frasco";
"8434";"1";"350 ml";
"8435";"1";"Caja";
"8436";"1";"10 Tampones";
"8437";"1";"Barra";
"8438";"1";"100g";
"8439";"1";"Caja";
"8440";"1";"2 Tabletas";
"8441";"1";"Caja";
"8442";"1";"1 Cepillo";
"8443";"1";"Roll-On";
"8444";"1";"50 ml";
"8445";"1";"Caja";
"8446";"1";"3 Unidades";
"8447";"1";"Caja";
"8448";"1";"60 Tabletas";
"8449";"1";"Frasco";
"8450";"1";"360 ml";
"8451";"1";"Roll-On";
"8452";"1";"60g";
"8453";"1";"Tubo";
"8454";"1";"60g";
"8455";"1";"Frasco";
"8456";"1";"200 ml";
"8457";"1";"Frasco";
"8458";"1";"530 ml";
"8459";"1";"Frasco";
"8460";"1";"200 ml";
"8461";"1";"Barra";
"8462";"1";"130g";
"8463";"1";"Roll-On";
"8464";"1";"50 ml";
"8465";"1";"Caja";
"8466";"1";"8 Tampones";
"8467";"1";"Frasco";
"8468";"1";"35 ml";
"8469";"1";"Proteína y vitamina E";
"8470";"1";"Caja";
"8471";"1";"8 Cepillos";
"8472";"1";"Caja";
"8473";"1";"3 Unidades";
"8474";"1";"Caja";
"8475";"1";"1 máquina/ 1 cartucho";
"8476";"1";"Bolsa";
"8477";"1";"2L";
"8478";"1";"Frasco";
"8479";"1";"415 ml";
"8480";"1";"Jalea real";
"8482";"1";"Frasco";
"8483";"1";"473 ml";
"8484";"1";"Frasco";
"8485";"1";"120g";
"8486";"1";"Caja";
"8487";"1";"20 Sachets";
"8488";"1";"Frasco";
"8489";"1";"120 ml";
"8490";"1";"Frasco";
"8491";"1";"50g";
"8492";"1";"Frasco";
"8493";"1";"65g";
"8494";"1";"Frasco";
"8495";"1";"450 ml";
"8496";"1";"Vitaminas A y D";
"8497";"1";"Frasco";
"8498";"1";"50 ml";
"8499";"1";"Ácido hialurónico y saponina";
"8500";"1";"Caja";
"8501";"1";"10 Tampones";
"8502";"1";"Frasco";
"8503";"1";"50g";
"8504";"1";"Vitaminas Ey F";
"8505";"1";"Barra";
"8506";"1";"100g";
"8507";"1";"Ácido láctico";
"8508";"1";"Tubo";
"8509";"1";"75g";
"8510";"1";"Flúor y calcio";
"8511";"1";"Frasco";
"8512";"1";"50g";
"8513";"1";"SACHET";
"8514";"1";"240 ml";
"8515";"1";"Empaque";
"8516";"1";"12 Máquinas";
"8517";"1";"Aloe vera";
"8518";"1";"Frasco";
"8519";"1";"48g";
"8520";"1";"Tetraclorohidrex de aluminio/zirconio";
"8521";"1";"Caja";
"8522";"1";"1 Cepillo";
"8523";"1";"Tubo";
"8524";"1";"125 ml";
"8525";"1";"Flúor";
"8526";"1";"Barra";
"8527";"1";"360g";
"8528";"1";"Frasco";
"8529";"1";"150 ml";
"8530";"1";"Zinc";
"8531";"1";"Frasco";
"8532";"1";"500 ml";
"8533";"1";"Frasco";
"8534";"1";"260 ml";
"8535";"1";"Frasco";
"8536";"1";"75 Copitos";
"8537";"1";"Tubo";
"8538";"1";"60 ml";
"8539";"1";"Vitamina E";
"8540";"1";"Frasco";
"8541";"1";"100g";
"8542";"1";"Tubo";
"8543";"1";"30g";
"8544";"1";"Frasco";
"8545";"1";"200 ml";
"8546";"1";"Frasco";
"8547";"1";"35 ml";
"8548";"1";"Roll-On";
"8549";"1";"86g";
"8550";"1";"Frasco";
"8551";"1";"30g";
"8552";"1";"Triclosán y ácido bórico.";
"8553";"1";"Tubo";
"8554";"1";"60g";
"8555";"1";"Deet";
"8556";"1";"SACHET";
"8557";"1";"95 ml";
"8558";"1";"Frasco";
"8559";"1";"400 ml";
"8560";"1";"Frasco";
"8561";"1";"220 ml";
"8562";"1";"Caja";
"8563";"1";"3 Jabones";
"8564";"1";"Frasco";
"8565";"1";"400 ml";
"8566";"1";"Frasco";
"8567";"1";"650 ml";
"8568";"1";"Frasco";
"8569";"1";"105g";
"8570";"1";"Frasco";
"8571";"1";"500 ml";
"8572";"1";"Frasco";
"8573";"1";"200g";
"8574";"1";"Colágeno y vitamina E";
"8575";"1";"Frasco";
"8576";"1";"260 ml";
"8577";"1";"Barra";
"8578";"1";"90g";
"8579";"1";"Tubo";
"8580";"1";"60 ml";
"8581";"1";"Vitamina E";
"8583";"1";"Tubo";
"8584";"1";"72 ml";
"8585";"1";"Flúor y vitaminas";
"8586";"1";"Frasco";
"8587";"1";"71g";
"8588";"1";"Frasco";
"8589";"1";"50g";
"8590";"1";"Frasco";
"8591";"1";"135g";
"8592";"1";"Biotina";
"8594";"1";"Caja";
"8595";"1";"2 Cartuchos";
"8596";"1";"Frasco";
"8597";"1";"30 g";
"8598";"1";"Frasco";
"8599";"1";"50  ml";
"8600";"1";"Frasco";
"8601";"1";"130  ml";
"8602";"1";"Frasco";
"8603";"1";"500  ml";
"8604";"1";"Caja";
"8605";"1";"75X100 g";
"8606";"1";"Flúor";
"8607";"1";"Caja";
"8608";"1";"40 gr";
"8609";"1";"Tarro";
"8610";"1";"200 gr";
"8611";"1";"Caja";
"8612";"1";"4 Unidades";
"8613";"1";"Caja";
"8614";"1";"100 gr";
"8615";"1";"Frasco";
"8616";"1";"400  ml";
"8617";"1";"Extracto de manzanilla";
"8619";"1";"Frasco";
"8620";"1";"400  ml";
"8621";"1";"Frasco";
"8622";"1";"85 gr";
"8623";"1";"Desodorante Antitranspirante";
"8624";"1";"Caja";
"8625";"1";"6 Sobres";
"8626";"1";"Caja";
"8627";"1";"2 Unidades";
"8628";"1";"Caja";
"8629";"1";"2 Unidades";
"8630";"1";"Frasco";
"8631";"1";"60  ml";
"8632";"1";"Tarro";
"8633";"1";"60 gr";
"8634";"1";"Cartón";
"8635";"1";"1 Unidad";
"8636";"1";"Frasco";
"8637";"1";"45  ml";
"8638";"1";"Caja";
"8639";"1";"200 gr";
"8640";"1";"Resveratrol";
"8642";"1";"Tubo";
"8643";"1";"50  ml";
"8644";"1";"Flúor + triclosan";
"8645";"1";"Frasco";
"8646";"1";"415  ml";
"8647";"1";"Romero";
"8649";"1";"Frasco";
"8650";"1";"120  ml";
"8651";"1";"Frasco";
"8652";"1";"85 gr";
"8653";"1";"Triclosan y extracto de avena";
"8654";"1";"Frasco";
"8655";"1";"220  ml";
"8656";"1";"Frasco";
"8657";"1";"120 g";
"8658";"1";"Frasco";
"8659";"1";"100 g";
"8660";"1";"Frasco";
"8661";"1";"100 g";
"8662";"1";"Extracto de pepino";
"8663";"1";"Frasco";
"8664";"1";"200  ml";
"8665";"1";"Frasco";
"8666";"1";"100  ml";
"8667";"1";"Frasco";
"8668";"1";"2X50 gr";
"8669";"1";"Tubo";
"8670";"1";"30 gr";
"8671";"1";"Frasco";
"8672";"1";"100  ml";
"8673";"1";"Aloe y vitamina E";
"8674";"1";"Sobre";
"8675";"1";"100  ml";
"8676";"1";"Sábila y aguacate";
"8677";"1";"Cartón";
"8678";"1";"1 Unidad";
"8679";"1";"TIRILLA";
"8680";"1";"6 Unidades";
"8681";"1";"TIRILLA";
"8682";"1";"12  ml C/U";
"8683";"1";"Micro-Aqua-serum + vital-keratin";
"8684";"1";"Caja";
"8685";"1";"20 Unidades";
"8686";"1";"Frasco";
"8687";"1";"473  ml";
"8688";"1";"Sobre";
"8689";"1";"170  ml";
"8690";"1";"Keratina y sábila";
"8691";"1";"Caja";
"8692";"1";"24 Sobres";
"8693";"1";"Ginkgo biloba y romero";
"8694";"1";"Tubo";
"8695";"1";"100 gr";
"8696";"1";"Tubo";
"8697";"1";"240  ml";
"8698";"1";"Frasco";
"8699";"1";"400  ml";
"8700";"1";"Vitaminas A";
"8702";"1";"Cartón";
"8703";"1";"2 Unidades";
"8704";"1";"Frasco";
"8705";"1";"500  ml";
"8706";"1";"Frasco";
"8707";"1";"125  ml";
"8708";"1";"Mineral marino";
"8710";"1";"Frasco";
"8711";"1";"400  ml";
"8712";"1";"Frasco";
"8713";"1";"175  ml";
"8714";"1";"Frasco";
"8715";"1";"100  ml";
"8716";"1";"Vitamina E";
"8717";"1";"Frasco";
"8718";"1";"50  ml";
"8719";"1";"Frasco";
"8720";"1";"75 gr";
"8721";"1";"Caja";
"8722";"1";"4 Unidades";
"8723";"1";"Frasco";
"8724";"1";"250  ml";
"8725";"1";"Frasco";
"8726";"1";"120  ml";
"8727";"1";"Frasco";
"8728";"1";"120  ml";
"8729";"1";"Extracto de fluido de boldo";
"8731";"1";"Bolsa";
"8732";"1";"2 Litros";
"8733";"1";"Frasco";
"8734";"1";"530  ml";
"8735";"1";"Keratina y sábila";
"8736";"1";"Caja";
"8737";"1";"12  ml C/U";
"8738";"1";"miel y germen de trigo";
"8739";"1";"Frasco";
"8740";"1";"400 gr";
"8741";"1";"Frasco";
"8742";"1";"500  ml";
"8743";"1";"Frasco";
"8744";"1";"400  ml";
"8745";"1";"Extracto de lavanda y proteína de leche";
"8746";"1";"Caja";
"8747";"1";"24 Sobres";
"8748";"1";"Manzanilla natural";
"8749";"1";"Frasco";
"8750";"1";"85 gr";
"8751";"1";"Triclosan y ácido bórico";
"8752";"1";"Frasco";
"8753";"1";"50 gr";
"8754";"1";"Frasco";
"8755";"1";"400  ml";
"8756";"1";"Arginina";
"8757";"1";"Frasco";
"8758";"1";"200  ml";
"8759";"1";"Frasco";
"8760";"1";"200  ml";
"8761";"1";"Frasco";
"8762";"1";"100  ml";
"8763";"1";"Glicerina vegetal";
"8764";"1";"Frasco";
"8765";"1";"12  ml";
"8766";"1";"Aloe";
"8767";"1";"Frasco";
"8768";"1";"150  ml";
"8769";"1";"Frasco";
"8770";"1";"30  ml";
"8771";"1";"Vitamina E";
"8772";"1";"Cartón";
"8773";"1";"2 Unidades";
"8774";"1";"Cartón";
"8775";"1";"2X1";
"8776";"1";"Cartón";
"8777";"1";"1 Unidad";
"8778";"1";"Caja";
"8779";"1";"8 Unidades";
"8780";"1";"Frasco";
"8781";"1";"280  ml";
"8782";"1";"Frasco";
"8783";"1";"120 gr";
"8784";"1";"Triclosan";
"8785";"1";"Caja";
"8786";"1";"24 Sobres";
"8787";"1";"Tubo";
"8788";"1";"75  ml";
"8789";"1";"Flúor";
"8790";"1";"Frasco";
"8791";"1";"400  ml";
"8792";"1";"Frasco";
"8793";"1";"200  ml";
"8794";"1";"Frasco";
"8795";"1";"75  ml";
"8796";"1";"Vitamina E";
"8797";"1";"Caja";
"8798";"1";"50 gr";
"8799";"1";"Vitamina E";
"8801";"1";"Frasco";
"8802";"1";"60  ml";
"8803";"1";"Proteína de trigo y glicerina";
"8804";"1";"Frasco";
"8805";"1";"50 gr";
"8806";"1";"Frasco";
"8807";"1";"210  ml";
"8808";"1";"Queratina";
"8810";"1";"Frasco";
"8811";"1";"100 gr";
"8812";"1";"Colágeno y vitamina E";
"8813";"1";"Caja";
"8814";"1";"90 gr";
"8815";"1";"1/4 Crema humectante";
"8816";"1";"Frasco";
"8817";"1";"200  ml";
"8818";"1";"Vitamina E y esencia fix";
"8819";"1";"Frasco";
"8820";"1";"60  ml";
"8821";"1";"Cartón";
"8822";"1";"1 Unidad";
"8823";"1";"Extracto de caléndula";
"8825";"1";"Frasco";
"8826";"1";"50  ml";
"8827";"1";"Iones de plata";
"8828";"1";"Frasco";
"8829";"1";"7  ml";
"8830";"1";"Frasco";
"8831";"1";"60 gr";
"8832";"1";"Caja";
"8833";"1";"18 gr";
"8834";"1";"Caja";
"8835";"1";"14 Sobres";
"8836";"1";"Frasco";
"8837";"1";"165  ml";
"8838";"1";"Caja";
"8839";"1";"12 Sobres";
"8840";"1";"Vitamina E";
"8841";"1";"Frasco";
"8842";"1";"85 gr";
"8843";"1";"Caja";
"8844";"1";"100 gr";
"8845";"1";"Frasco";
"8846";"1";"60  ml";
"8847";"1";"Trigo y glicerina";
"8848";"1";"Bolsa";
"8849";"1";"10 Unidades";
"8850";"1";"Bolsa";
"8851";"1";"30 Unidades";
"8852";"1";"Tubo";
"8853";"1";"15 gr";
"8854";"1";"DMAE";
"8856";"1";"Frasco";
"8857";"1";"50  ml";
"8858";"1";"Frasco";
"8859";"1";"400  ml";
"8860";"1";"Vitaminas";
"8862";"1";"Frasco";
"8863";"1";"60 gr";
"8864";"1";"Frasco";
"8865";"1";"75  ml";
"8866";"1";"Extracto de moras";
"8868";"1";"Frasco";
"8869";"1";"50 gr";
"8870";"1";"Frasco";
"8871";"1";"100 gr";
"8872";"1";"Sobre";
"8873";"1";"95  ml";
"8874";"1";"Embrión de pato y sábila";
"8875";"1";"Cartón";
"8876";"1";"1 Unidad";
"8877";"1";"Tirilla";
"8878";"1";"3 Sobres";
"8879";"1";"Cartón";
"8880";"1";"2 Unidades";
"8881";"1";"Frasco";
"8882";"1";"130  ml";
"8883";"1";"Cartón";
"8884";"1";"1 Unidad";
"8885";"1";"Frasco";
"8886";"1";"4 Onz";
"8887";"1";"Tubo";
"8888";"1";"50 gr";
"8889";"1";"Flúor";
"8890";"1";"Frasco";
"8891";"1";"45 gr";
"8892";"1";"Frasco";
"8893";"1";"2 Unidades";
"8894";"1";"Frasco";
"8895";"1";"355  ml";
"8896";"1";"Tripack";
"8897";"1";"3 Unidades";
"8898";"1";"Avena y aceite de almendras";
"8899";"1";"Frasco";
"8900";"1";"250  ml";
"8901";"1";"Tubo";
"8902";"1";"90 gr";
"8903";"1";"Vitamina E";
"8905";"1";"Frasco";
"8906";"1";"200  ml";
"8907";"1";"Glicerina vegetal";
"8908";"1";"Tubo";
"8909";"1";"50  ml";
"8910";"1";"Flúor";
"8911";"1";"Caja";
"8912";"1";"100 gr";
"8913";"1";"Frasco";
"8914";"1";"55  ml";
"8915";"1";"Barra";
"8916";"1";"130 gr";
"8917";"1";"Yogurt y frutas";
"8918";"1";"Frasco";
"8919";"1";"50 gr";
"8920";"1";"Filtro solar";
"8921";"1";"Frasco";
"8922";"1";"165  ml";
"8923";"1";"Frasco";
"8924";"1";"32 gr";
"8925";"1";"Frasco";
"8926";"1";"25  ml";
"8927";"1";"Cartón";
"8928";"1";"1 Unidad";
"8929";"1";"Bolsa";
"8930";"1";"2000  ml";
"8931";"1";"Tubo";
"8932";"1";"66 gr";
"8933";"1";"Bolsa";
"8934";"1";"250 gr";
"8935";"1";"11 Vitaminas";
"8937";"1";"Frasco";
"8938";"1";"75  ml";
"8939";"1";"Flúor";
"8940";"1";"Tubo";
"8941";"1";"75  ml";
"8942";"1";"Flúor";
"8943";"1";"Frasco";
"8944";"1";"400  ml";
"8945";"1";"Aloe puro + stratys";
"8946";"1";"Caja";
"8947";"1";"1 Unidad";
"8948";"1";"Frasco";
"8949";"1";"180  ml";
"8950";"1";"Frasco";
"8951";"1";"396 gr";
"8952";"1";"Frasco";
"8953";"1";"250  ml";
"8954";"1";"Flúor";
"8955";"1";"Frasco";
"8956";"1";"200  ml";
"8957";"1";"Frasco";
"8958";"1";"240  ml";
"8959";"1";"Ácido glicólico";
"8961";"1";"Caja";
"8962";"1";"50 Unidades";
"8963";"1";"Frasco";
"8964";"1";"175  ml";
"8965";"1";"Caja";
"8966";"1";"60 gr";
"8967";"1";"Alantoína y vitamina A";
"8969";"1";"Frasco";
"8970";"1";"50  ml";
"8971";"1";"Caja";
"8972";"1";"1 Unidad";
"8973";"1";"Frasco";
"8974";"1";"55  ml";
"8975";"1";"Frasco";
"8976";"1";"180  ml";
"8977";"1";"Vitaminas A y D";
"8978";"1";"Frasco";
"8979";"1";"200 gr";
"8980";"1";"Frasco";
"8981";"1";"50  ml";
"8982";"1";"Frasco";
"8983";"1";"20 Cc";
"8984";"1";"Frasco";
"8985";"1";"43 gr";
"8986";"1";"Frasco";
"8987";"1";"45  ml";
"8988";"1";"Frasco";
"8989";"1";"130  ml";
"8990";"1";"Frasco";
"8991";"1";"230  ml";
"8992";"1";"Frasco";
"8993";"1";"200  ml";
"8994";"1";"Nutrikeratina";
"8995";"1";"Tubo";
"8996";"1";"50 gr";
"8997";"1";"Flúor";
"8998";"1";"Tubo";
"8999";"1";"300 gr";
"9000";"1";"Frasco";
"9001";"1";"200  ml";
"9002";"1";"Tripack";
"9003";"1";"125 gr";
"9004";"1";"Frasco";
"9005";"1";"200  ml";
"9006";"1";"SPF 15";
"9008";"1";"Frasco";
"9009";"1";"100  ml";
"9010";"1";"Barra";
"9011";"1";"130 gr";
"9012";"1";"Aloe vera natural";
"9013";"1";"POTE";
"9014";"1";"30 gr";
"9015";"1";"Barra";
"9016";"1";"100 gr";
"9017";"1";"Frasco";
"9018";"1";"15 gr";
"9019";"1";"LABIAL";
"9020";"1";"4";
"9022";"1";"Dexpantenol y vitamina E";
"9023";"1";"Cartón";
"9024";"1";"2 Unidades";
"9025";"1";"Cartón";
"9026";"1";"1 Unidad";
"9027";"1";"Frasco";
"9028";"1";"200  ml";
"9029";"1";"Aloe puro + stratys";
"9030";"1";"Estuche";
"9031";"1";"6 Unidades";
"9032";"1";"Sobre";
"9033";"1";"12  ml C/U";
"9034";"1";"Bolsa";
"9035";"1";"10 Unidades";
"9036";"1";"Caja";
"9037";"1";"100 Sobres";
"9038";"1";"Caja";
"9039";"1";"3 Unidades";
"9040";"1";"Bolsa";
"9041";"1";"5 Yardas";
"9042";"1";"Caja";
"9043";"1";"3 Unidades";
"9044";"1";"Bolsa";
"9045";"1";"5 Yardas";
"9046";"1";"Caja";
"9047";"1";"1 Unidad";
"9048";"1";"Bolsa";
"9049";"1";"1 Par";
"9050";"1";"Caja";
"9051";"1";"20 Unidades";
"9052";"1";"Caja";
"9053";"1";"1 Unidad";
"9054";"1";"Bolsa";
"9055";"1";"5 Yardas";
"9056";"1";"Caja";
"9057";"1";"20 Unidades";
"9058";"1";"Caja";
"9059";"1";"1 Unidad";
"9060";"1";"Caja";
"9061";"1";"1X1 YARDAS";
"9062";"1";"Caja";
"9063";"1";"3 Unidades";
"9064";"1";"Bolsa";
"9065";"1";"1 Unidad";
"9066";"1";"Bolsa";
"9067";"1";"1 Par";
"9068";"1";"Caja";
"9069";"1";"12 Parches";
"9070";"1";"Capsaicina";
