id_category;id_shop;id_lang;name;description;link_rewrite;meta_title;meta_keywords;meta_description;
"1231";"1";"1";"MDG-Zarzal (Valle del Cauca)";"¿Buscas profesional médico en medicina general? En Farmalisto podrás encontrar médicos en todas las especialidades de la medicina. Ponte en contacto con nuestros médicos afiliados. Contamos con un amplio directorio de profesionales de la salud listados por especialidad o ubicación.
La medicina de familia o medicina familiar es la disciplina médica que se encarga de mantener la salud en todos los aspectos, analizando y estudiando el cuerpo humano en forma global (teoría holística de la práctica médica). 
El médico de familia realiza un tipo de ejercicio profesional de la medicina con un cuerpo doctrinal claro, y delimitado por un conjunto de conocimientos, habilidades y actitudes. Si bien los médicos de familia por su formación pueden desempeñar su trabajo en diversos campos laborales (servicios de urgencias y emergencias, unidades técnicas, etcétera) su ámbito natural de actuación es la atención primaria.
Fuente: https://es.wikipedia.org/wiki/Medicina_general";"mdg-zarzal-valle-del-cauca";"MEDICINA GENERAL-MDG-Zarzal (Valle del Cauca)";"Doctores, medicina general, directorio, médicos, medicina, bogotá, salud, Colombia, tratamiento, profesional,enfermedad";"Encuentre información sobre este y otros profesionales de la salud en cada área de la medicina en Colombia. Farmalisto, Salud y bienestar para todos.";
"1232";"1";"1";"MEI-Armenia (Antioquia)";"¿Buscas profesional médico en Medicina Interna? En Farmalisto podrás encontrar médicos en todas las especialidades de la medicina. Ponte en contacto con nuestros médicos afiliados. Contamos con un amplio directorio de profesionales de la salud listados por especialidad o ubicación.
La medicina interna es una especialidad médica que se dedica a la atención integral del adulto enfermo ingresado en un hospital. Tiene los siguientes objetivos:
- Atención clínica integral y completa de los pacientes con problemas de salud en el hospital.
- Guía al enfermo en su compleja trayectoria por el sistema sanitario hospitalario, dirigiendo y coordinando la actuación frente a su enfermedad y coordinando al resto de especialistas necesarios para obtener un diagnóstico y tratamiento adecuados.
- Los médicos internistas son los expertos a quienes recurren los médicos de atención primaria y el resto de especialistas para atender a enfermos complejos cuyo diagnóstico es difícil, que se encuentran afectados por varias enfermedades o que presentan síntomas en varios órganos, aparatos o sistemas del organismo.
- Atender a los pacientes con las enfermedades más habituales que acuden al hospital, ingresados o en consultas ambulatorias.
- La extensa formación de los internistas no evita, sin embargo, que sean expertos en el control de los factores de riesgo cardiovascular, enfermedades infecciosas y muy especialmente el VIH, la insuficiencia cardiaca congestiva, la enfermedad tromboembólica venosa y todas las enfermedades reumatológicas y autoinmunes.
Fuente: https://es.wikipedia.org/wiki/Medicina_interna";"mei-armenia-antioquia";"MEDICINA INTERNA -MEI-Armenia (Antioquia)";"Doctores, medicina general, directorio, médicos, medicina, bogotá, salud, Colombia, tratamiento, profesional,enfermedad";"Encuentre información sobre este y otros profesionales de la salud en cada área de la medicina en Colombia. Farmalisto, Salud y bienestar para todos.";
"1233";"1";"1";"MEI-Barranquilla (Atlantico)";"¿Buscas profesional médico en Medicina Interna? En Farmalisto podrás encontrar médicos en todas las especialidades de la medicina. Ponte en contacto con nuestros médicos afiliados. Contamos con un amplio directorio de profesionales de la salud listados por especialidad o ubicación.
La medicina interna es una especialidad médica que se dedica a la atención integral del adulto enfermo ingresado en un hospital. Tiene los siguientes objetivos:
- Atención clínica integral y completa de los pacientes con problemas de salud en el hospital.
- Guía al enfermo en su compleja trayectoria por el sistema sanitario hospitalario, dirigiendo y coordinando la actuación frente a su enfermedad y coordinando al resto de especialistas necesarios para obtener un diagnóstico y tratamiento adecuados.
- Los médicos internistas son los expertos a quienes recurren los médicos de atención primaria y el resto de especialistas para atender a enfermos complejos cuyo diagnóstico es difícil, que se encuentran afectados por varias enfermedades o que presentan síntomas en varios órganos, aparatos o sistemas del organismo.
- Atender a los pacientes con las enfermedades más habituales que acuden al hospital, ingresados o en consultas ambulatorias.
- La extensa formación de los internistas no evita, sin embargo, que sean expertos en el control de los factores de riesgo cardiovascular, enfermedades infecciosas y muy especialmente el VIH, la insuficiencia cardiaca congestiva, la enfermedad tromboembólica venosa y todas las enfermedades reumatológicas y autoinmunes.
Fuente: https://es.wikipedia.org/wiki/Medicina_interna";"mei-barranquilla-atlantico";"MEDICINA INTERNA -MEI-Barranquilla (Atlantico)";"Doctores, medicina general, directorio, médicos, medicina, bogotá, salud, Colombia, tratamiento, profesional,enfermedad";"Encuentre información sobre este y otros profesionales de la salud en cada área de la medicina en Colombia. Farmalisto, Salud y bienestar para todos.";
"1234";"1";"1";"MEI-Bogotá D.C. (Distrito Capital)";"¿Buscas profesional médico en Medicina Interna? En Farmalisto podrás encontrar médicos en todas las especialidades de la medicina. Ponte en contacto con nuestros médicos afiliados. Contamos con un amplio directorio de profesionales de la salud listados por especialidad o ubicación.
La medicina interna es una especialidad médica que se dedica a la atención integral del adulto enfermo ingresado en un hospital. Tiene los siguientes objetivos:
- Atención clínica integral y completa de los pacientes con problemas de salud en el hospital.
- Guía al enfermo en su compleja trayectoria por el sistema sanitario hospitalario, dirigiendo y coordinando la actuación frente a su enfermedad y coordinando al resto de especialistas necesarios para obtener un diagnóstico y tratamiento adecuados.
- Los médicos internistas son los expertos a quienes recurren los médicos de atención primaria y el resto de especialistas para atender a enfermos complejos cuyo diagnóstico es difícil, que se encuentran afectados por varias enfermedades o que presentan síntomas en varios órganos, aparatos o sistemas del organismo.
- Atender a los pacientes con las enfermedades más habituales que acuden al hospital, ingresados o en consultas ambulatorias.
- La extensa formación de los internistas no evita, sin embargo, que sean expertos en el control de los factores de riesgo cardiovascular, enfermedades infecciosas y muy especialmente el VIH, la insuficiencia cardiaca congestiva, la enfermedad tromboembólica venosa y todas las enfermedades reumatológicas y autoinmunes.
Fuente: https://es.wikipedia.org/wiki/Medicina_interna";"mei-bogota-dc-distrito-capital";"MEDICINA INTERNA -MEI-Bogotá, D.C. (Distrito Capital)";"Doctores, medicina general, directorio, médicos, medicina, bogotá, salud, Colombia, tratamiento, profesional,enfermedad";"Encuentre información sobre este y otros profesionales de la salud en cada área de la medicina en Colombia. Farmalisto, Salud y bienestar para todos.";
"1235";"1";"1";"MEI-Boyacá (Boyaca)";"¿Buscas profesional médico en Medicina Interna? En Farmalisto podrás encontrar médicos en todas las especialidades de la medicina. Ponte en contacto con nuestros médicos afiliados. Contamos con un amplio directorio de profesionales de la salud listados por especialidad o ubicación.
La medicina interna es una especialidad médica que se dedica a la atención integral del adulto enfermo ingresado en un hospital. Tiene los siguientes objetivos:
- Atención clínica integral y completa de los pacientes con problemas de salud en el hospital.
- Guía al enfermo en su compleja trayectoria por el sistema sanitario hospitalario, dirigiendo y coordinando la actuación frente a su enfermedad y coordinando al resto de especialistas necesarios para obtener un diagnóstico y tratamiento adecuados.
- Los médicos internistas son los expertos a quienes recurren los médicos de atención primaria y el resto de especialistas para atender a enfermos complejos cuyo diagnóstico es difícil, que se encuentran afectados por varias enfermedades o que presentan síntomas en varios órganos, aparatos o sistemas del organismo.
- Atender a los pacientes con las enfermedades más habituales que acuden al hospital, ingresados o en consultas ambulatorias.
- La extensa formación de los internistas no evita, sin embargo, que sean expertos en el control de los factores de riesgo cardiovascular, enfermedades infecciosas y muy especialmente el VIH, la insuficiencia cardiaca congestiva, la enfermedad tromboembólica venosa y todas las enfermedades reumatológicas y autoinmunes.
Fuente: https://es.wikipedia.org/wiki/Medicina_interna";"mei-boyaca-boyaca";"MEDICINA INTERNA -MEI-Boyacá (Boyaca)";"Doctores, medicina general, directorio, médicos, medicina, bogotá, salud, Colombia, tratamiento, profesional,enfermedad";"Encuentre información sobre este y otros profesionales de la salud en cada área de la medicina en Colombia. Farmalisto, Salud y bienestar para todos.";
"1236";"1";"1";"MEI-Bucaramanga (Santander)";"¿Buscas profesional médico en Medicina Interna? En Farmalisto podrás encontrar médicos en todas las especialidades de la medicina. Ponte en contacto con nuestros médicos afiliados. Contamos con un amplio directorio de profesionales de la salud listados por especialidad o ubicación.
La medicina interna es una especialidad médica que se dedica a la atención integral del adulto enfermo ingresado en un hospital. Tiene los siguientes objetivos:
- Atención clínica integral y completa de los pacientes con problemas de salud en el hospital.
- Guía al enfermo en su compleja trayectoria por el sistema sanitario hospitalario, dirigiendo y coordinando la actuación frente a su enfermedad y coordinando al resto de especialistas necesarios para obtener un diagnóstico y tratamiento adecuados.
- Los médicos internistas son los expertos a quienes recurren los médicos de atención primaria y el resto de especialistas para atender a enfermos complejos cuyo diagnóstico es difícil, que se encuentran afectados por varias enfermedades o que presentan síntomas en varios órganos, aparatos o sistemas del organismo.
- Atender a los pacientes con las enfermedades más habituales que acuden al hospital, ingresados o en consultas ambulatorias.
- La extensa formación de los internistas no evita, sin embargo, que sean expertos en el control de los factores de riesgo cardiovascular, enfermedades infecciosas y muy especialmente el VIH, la insuficiencia cardiaca congestiva, la enfermedad tromboembólica venosa y todas las enfermedades reumatológicas y autoinmunes.
Fuente: https://es.wikipedia.org/wiki/Medicina_interna";"mei-bucaramanga-santander";"MEDICINA INTERNA -MEI-Bucaramanga (Santander)";"Doctores, medicina general, directorio, médicos, medicina, bogotá, salud, Colombia, tratamiento, profesional,enfermedad";"Encuentre información sobre este y otros profesionales de la salud en cada área de la medicina en Colombia. Farmalisto, Salud y bienestar para todos.";
"1237";"1";"1";"MEI-Bugalagrande (Valle del Cauca)";"¿Buscas profesional médico en Medicina Interna? En Farmalisto podrás encontrar médicos en todas las especialidades de la medicina. Ponte en contacto con nuestros médicos afiliados. Contamos con un amplio directorio de profesionales de la salud listados por especialidad o ubicación.
La medicina interna es una especialidad médica que se dedica a la atención integral del adulto enfermo ingresado en un hospital. Tiene los siguientes objetivos:
- Atención clínica integral y completa de los pacientes con problemas de salud en el hospital.
- Guía al enfermo en su compleja trayectoria por el sistema sanitario hospitalario, dirigiendo y coordinando la actuación frente a su enfermedad y coordinando al resto de especialistas necesarios para obtener un diagnóstico y tratamiento adecuados.
- Los médicos internistas son los expertos a quienes recurren los médicos de atención primaria y el resto de especialistas para atender a enfermos complejos cuyo diagnóstico es difícil, que se encuentran afectados por varias enfermedades o que presentan síntomas en varios órganos, aparatos o sistemas del organismo.
- Atender a los pacientes con las enfermedades más habituales que acuden al hospital, ingresados o en consultas ambulatorias.
- La extensa formación de los internistas no evita, sin embargo, que sean expertos en el control de los factores de riesgo cardiovascular, enfermedades infecciosas y muy especialmente el VIH, la insuficiencia cardiaca congestiva, la enfermedad tromboembólica venosa y todas las enfermedades reumatológicas y autoinmunes.
Fuente: https://es.wikipedia.org/wiki/Medicina_interna";"mei-bugalagrande-valle-del-cauca";"MEDICINA INTERNA -MEI-Bugalagrande (Valle del Cauca)";"Doctores, medicina general, directorio, médicos, medicina, bogotá, salud, Colombia, tratamiento, profesional,enfermedad";"Encuentre información sobre este y otros profesionales de la salud en cada área de la medicina en Colombia. Farmalisto, Salud y bienestar para todos.";
"1238";"1";"1";"MEI-Cali (Valle del Cauca)";"¿Buscas profesional médico en Medicina Interna? En Farmalisto podrás encontrar médicos en todas las especialidades de la medicina. Ponte en contacto con nuestros médicos afiliados. Contamos con un amplio directorio de profesionales de la salud listados por especialidad o ubicación.
La medicina interna es una especialidad médica que se dedica a la atención integral del adulto enfermo ingresado en un hospital. Tiene los siguientes objetivos:
- Atención clínica integral y completa de los pacientes con problemas de salud en el hospital.
- Guía al enfermo en su compleja trayectoria por el sistema sanitario hospitalario, dirigiendo y coordinando la actuación frente a su enfermedad y coordinando al resto de especialistas necesarios para obtener un diagnóstico y tratamiento adecuados.
- Los médicos internistas son los expertos a quienes recurren los médicos de atención primaria y el resto de especialistas para atender a enfermos complejos cuyo diagnóstico es difícil, que se encuentran afectados por varias enfermedades o que presentan síntomas en varios órganos, aparatos o sistemas del organismo.
- Atender a los pacientes con las enfermedades más habituales que acuden al hospital, ingresados o en consultas ambulatorias.
- La extensa formación de los internistas no evita, sin embargo, que sean expertos en el control de los factores de riesgo cardiovascular, enfermedades infecciosas y muy especialmente el VIH, la insuficiencia cardiaca congestiva, la enfermedad tromboembólica venosa y todas las enfermedades reumatológicas y autoinmunes.
Fuente: https://es.wikipedia.org/wiki/Medicina_interna";"mei-cali-valle-del-cauca";"MEDICINA INTERNA -MEI-Cali (Valle del Cauca)";"Doctores, medicina general, directorio, médicos, medicina, bogotá, salud, Colombia, tratamiento, profesional,enfermedad";"Encuentre información sobre este y otros profesionales de la salud en cada área de la medicina en Colombia. Farmalisto, Salud y bienestar para todos.";
"1239";"1";"1";"MEI-Cartagena De Indias (Bolivar)";"¿Buscas profesional médico en Medicina Interna? En Farmalisto podrás encontrar médicos en todas las especialidades de la medicina. Ponte en contacto con nuestros médicos afiliados. Contamos con un amplio directorio de profesionales de la salud listados por especialidad o ubicación.
La medicina interna es una especialidad médica que se dedica a la atención integral del adulto enfermo ingresado en un hospital. Tiene los siguientes objetivos:
- Atención clínica integral y completa de los pacientes con problemas de salud en el hospital.
- Guía al enfermo en su compleja trayectoria por el sistema sanitario hospitalario, dirigiendo y coordinando la actuación frente a su enfermedad y coordinando al resto de especialistas necesarios para obtener un diagnóstico y tratamiento adecuados.
- Los médicos internistas son los expertos a quienes recurren los médicos de atención primaria y el resto de especialistas para atender a enfermos complejos cuyo diagnóstico es difícil, que se encuentran afectados por varias enfermedades o que presentan síntomas en varios órganos, aparatos o sistemas del organismo.
- Atender a los pacientes con las enfermedades más habituales que acuden al hospital, ingresados o en consultas ambulatorias.
- La extensa formación de los internistas no evita, sin embargo, que sean expertos en el control de los factores de riesgo cardiovascular, enfermedades infecciosas y muy especialmente el VIH, la insuficiencia cardiaca congestiva, la enfermedad tromboembólica venosa y todas las enfermedades reumatológicas y autoinmunes.
Fuente: https://es.wikipedia.org/wiki/Medicina_interna";"mei-cartagena-de-indias-bolivar";"MEDICINA INTERNA -MEI-Cartagena De Indias (Bolivar)";"Doctores, medicina general, directorio, médicos, medicina, bogotá, salud, Colombia, tratamiento, profesional,enfermedad";"Encuentre información sobre este y otros profesionales de la salud en cada área de la medicina en Colombia. Farmalisto, Salud y bienestar para todos.";
"1240";"1";"1";"MEI-Cartago (Valle del Cauca)";"¿Buscas profesional médico en Medicina Interna? En Farmalisto podrás encontrar médicos en todas las especialidades de la medicina. Ponte en contacto con nuestros médicos afiliados. Contamos con un amplio directorio de profesionales de la salud listados por especialidad o ubicación.
La medicina interna es una especialidad médica que se dedica a la atención integral del adulto enfermo ingresado en un hospital. Tiene los siguientes objetivos:
- Atención clínica integral y completa de los pacientes con problemas de salud en el hospital.
- Guía al enfermo en su compleja trayectoria por el sistema sanitario hospitalario, dirigiendo y coordinando la actuación frente a su enfermedad y coordinando al resto de especialistas necesarios para obtener un diagnóstico y tratamiento adecuados.
- Los médicos internistas son los expertos a quienes recurren los médicos de atención primaria y el resto de especialistas para atender a enfermos complejos cuyo diagnóstico es difícil, que se encuentran afectados por varias enfermedades o que presentan síntomas en varios órganos, aparatos o sistemas del organismo.
- Atender a los pacientes con las enfermedades más habituales que acuden al hospital, ingresados o en consultas ambulatorias.
- La extensa formación de los internistas no evita, sin embargo, que sean expertos en el control de los factores de riesgo cardiovascular, enfermedades infecciosas y muy especialmente el VIH, la insuficiencia cardiaca congestiva, la enfermedad tromboembólica venosa y todas las enfermedades reumatológicas y autoinmunes.
Fuente: https://es.wikipedia.org/wiki/Medicina_interna";"mei-cartago-valle-del-cauca";"MEDICINA INTERNA -MEI-Cartago (Valle del Cauca)";"Doctores, medicina general, directorio, médicos, medicina, bogotá, salud, Colombia, tratamiento, profesional,enfermedad";"Encuentre información sobre este y otros profesionales de la salud en cada área de la medicina en Colombia. Farmalisto, Salud y bienestar para todos.";
"1241";"1";"1";"MEI-Chiquinquirá (Boyaca)";"¿Buscas profesional médico en Medicina Interna? En Farmalisto podrás encontrar médicos en todas las especialidades de la medicina. Ponte en contacto con nuestros médicos afiliados. Contamos con un amplio directorio de profesionales de la salud listados por especialidad o ubicación.
La medicina interna es una especialidad médica que se dedica a la atención integral del adulto enfermo ingresado en un hospital. Tiene los siguientes objetivos:
- Atención clínica integral y completa de los pacientes con problemas de salud en el hospital.
- Guía al enfermo en su compleja trayectoria por el sistema sanitario hospitalario, dirigiendo y coordinando la actuación frente a su enfermedad y coordinando al resto de especialistas necesarios para obtener un diagnóstico y tratamiento adecuados.
- Los médicos internistas son los expertos a quienes recurren los médicos de atención primaria y el resto de especialistas para atender a enfermos complejos cuyo diagnóstico es difícil, que se encuentran afectados por varias enfermedades o que presentan síntomas en varios órganos, aparatos o sistemas del organismo.
- Atender a los pacientes con las enfermedades más habituales que acuden al hospital, ingresados o en consultas ambulatorias.
- La extensa formación de los internistas no evita, sin embargo, que sean expertos en el control de los factores de riesgo cardiovascular, enfermedades infecciosas y muy especialmente el VIH, la insuficiencia cardiaca congestiva, la enfermedad tromboembólica venosa y todas las enfermedades reumatológicas y autoinmunes.
Fuente: https://es.wikipedia.org/wiki/Medicina_interna";"mei-chiquinquira-boyaca";"MEDICINA INTERNA -MEI-Chiquinquirá (Boyaca)";"Doctores, medicina general, directorio, médicos, medicina, bogotá, salud, Colombia, tratamiento, profesional,enfermedad";"Encuentre información sobre este y otros profesionales de la salud en cada área de la medicina en Colombia. Farmalisto, Salud y bienestar para todos.";
"1242";"1";"1";"MEI-Cúcuta (Norte de Santander)";"¿Buscas profesional médico en Medicina Interna? En Farmalisto podrás encontrar médicos en todas las especialidades de la medicina. Ponte en contacto con nuestros médicos afiliados. Contamos con un amplio directorio de profesionales de la salud listados por especialidad o ubicación.
La medicina interna es una especialidad médica que se dedica a la atención integral del adulto enfermo ingresado en un hospital. Tiene los siguientes objetivos:
- Atención clínica integral y completa de los pacientes con problemas de salud en el hospital.
- Guía al enfermo en su compleja trayectoria por el sistema sanitario hospitalario, dirigiendo y coordinando la actuación frente a su enfermedad y coordinando al resto de especialistas necesarios para obtener un diagnóstico y tratamiento adecuados.
- Los médicos internistas son los expertos a quienes recurren los médicos de atención primaria y el resto de especialistas para atender a enfermos complejos cuyo diagnóstico es difícil, que se encuentran afectados por varias enfermedades o que presentan síntomas en varios órganos, aparatos o sistemas del organismo.
- Atender a los pacientes con las enfermedades más habituales que acuden al hospital, ingresados o en consultas ambulatorias.
- La extensa formación de los internistas no evita, sin embargo, que sean expertos en el control de los factores de riesgo cardiovascular, enfermedades infecciosas y muy especialmente el VIH, la insuficiencia cardiaca congestiva, la enfermedad tromboembólica venosa y todas las enfermedades reumatológicas y autoinmunes.
Fuente: https://es.wikipedia.org/wiki/Medicina_interna";"mei-cucuta-norte-de-santander";"MEDICINA INTERNA -MEI-Cúcuta (Norte de Santander)";"Doctores, medicina general, directorio, médicos, medicina, bogotá, salud, Colombia, tratamiento, profesional,enfermedad";"Encuentre información sobre este y otros profesionales de la salud en cada área de la medicina en Colombia. Farmalisto, Salud y bienestar para todos.";
"1243";"1";"1";"MEI-Duitama (Boyaca)";"¿Buscas profesional médico en Medicina Interna? En Farmalisto podrás encontrar médicos en todas las especialidades de la medicina. Ponte en contacto con nuestros médicos afiliados. Contamos con un amplio directorio de profesionales de la salud listados por especialidad o ubicación.
La medicina interna es una especialidad médica que se dedica a la atención integral del adulto enfermo ingresado en un hospital. Tiene los siguientes objetivos:
- Atención clínica integral y completa de los pacientes con problemas de salud en el hospital.
- Guía al enfermo en su compleja trayectoria por el sistema sanitario hospitalario, dirigiendo y coordinando la actuación frente a su enfermedad y coordinando al resto de especialistas necesarios para obtener un diagnóstico y tratamiento adecuados.
- Los médicos internistas son los expertos a quienes recurren los médicos de atención primaria y el resto de especialistas para atender a enfermos complejos cuyo diagnóstico es difícil, que se encuentran afectados por varias enfermedades o que presentan síntomas en varios órganos, aparatos o sistemas del organismo.
- Atender a los pacientes con las enfermedades más habituales que acuden al hospital, ingresados o en consultas ambulatorias.
- La extensa formación de los internistas no evita, sin embargo, que sean expertos en el control de los factores de riesgo cardiovascular, enfermedades infecciosas y muy especialmente el VIH, la insuficiencia cardiaca congestiva, la enfermedad tromboembólica venosa y todas las enfermedades reumatológicas y autoinmunes.
Fuente: https://es.wikipedia.org/wiki/Medicina_interna";"mei-duitama-boyaca";"MEDICINA INTERNA -MEI-Duitama (Boyaca)";"Doctores, medicina general, directorio, médicos, medicina, bogotá, salud, Colombia, tratamiento, profesional,enfermedad";"Encuentre información sobre este y otros profesionales de la salud en cada área de la medicina en Colombia. Farmalisto, Salud y bienestar para todos.";
"1244";"1";"1";"MEI-Ibagué (Tolima)";"¿Buscas profesional médico en Medicina Interna? En Farmalisto podrás encontrar médicos en todas las especialidades de la medicina. Ponte en contacto con nuestros médicos afiliados. Contamos con un amplio directorio de profesionales de la salud listados por especialidad o ubicación.
La medicina interna es una especialidad médica que se dedica a la atención integral del adulto enfermo ingresado en un hospital. Tiene los siguientes objetivos:
- Atención clínica integral y completa de los pacientes con problemas de salud en el hospital.
- Guía al enfermo en su compleja trayectoria por el sistema sanitario hospitalario, dirigiendo y coordinando la actuación frente a su enfermedad y coordinando al resto de especialistas necesarios para obtener un diagnóstico y tratamiento adecuados.
- Los médicos internistas son los expertos a quienes recurren los médicos de atención primaria y el resto de especialistas para atender a enfermos complejos cuyo diagnóstico es difícil, que se encuentran afectados por varias enfermedades o que presentan síntomas en varios órganos, aparatos o sistemas del organismo.
- Atender a los pacientes con las enfermedades más habituales que acuden al hospital, ingresados o en consultas ambulatorias.
- La extensa formación de los internistas no evita, sin embargo, que sean expertos en el control de los factores de riesgo cardiovascular, enfermedades infecciosas y muy especialmente el VIH, la insuficiencia cardiaca congestiva, la enfermedad tromboembólica venosa y todas las enfermedades reumatológicas y autoinmunes.
Fuente: https://es.wikipedia.org/wiki/Medicina_interna";"mei-ibague-tolima";"MEDICINA INTERNA -MEI-Ibagué (Tolima)";"Doctores, medicina general, directorio, médicos, medicina, bogotá, salud, Colombia, tratamiento, profesional,enfermedad";"Encuentre información sobre este y otros profesionales de la salud en cada área de la medicina en Colombia. Farmalisto, Salud y bienestar para todos.";
"1245";"1";"1";"MEI-Manizales (Caldas)";"¿Buscas profesional médico en Medicina Interna? En Farmalisto podrás encontrar médicos en todas las especialidades de la medicina. Ponte en contacto con nuestros médicos afiliados. Contamos con un amplio directorio de profesionales de la salud listados por especialidad o ubicación.
La medicina interna es una especialidad médica que se dedica a la atención integral del adulto enfermo ingresado en un hospital. Tiene los siguientes objetivos:
- Atención clínica integral y completa de los pacientes con problemas de salud en el hospital.
- Guía al enfermo en su compleja trayectoria por el sistema sanitario hospitalario, dirigiendo y coordinando la actuación frente a su enfermedad y coordinando al resto de especialistas necesarios para obtener un diagnóstico y tratamiento adecuados.
- Los médicos internistas son los expertos a quienes recurren los médicos de atención primaria y el resto de especialistas para atender a enfermos complejos cuyo diagnóstico es difícil, que se encuentran afectados por varias enfermedades o que presentan síntomas en varios órganos, aparatos o sistemas del organismo.
- Atender a los pacientes con las enfermedades más habituales que acuden al hospital, ingresados o en consultas ambulatorias.
- La extensa formación de los internistas no evita, sin embargo, que sean expertos en el control de los factores de riesgo cardiovascular, enfermedades infecciosas y muy especialmente el VIH, la insuficiencia cardiaca congestiva, la enfermedad tromboembólica venosa y todas las enfermedades reumatológicas y autoinmunes.
Fuente: https://es.wikipedia.org/wiki/Medicina_interna";"mei-manizales-caldas";"MEDICINA INTERNA -MEI-Manizales (Caldas)";"Doctores, medicina general, directorio, médicos, medicina, bogotá, salud, Colombia, tratamiento, profesional,enfermedad";"Encuentre información sobre este y otros profesionales de la salud en cada área de la medicina en Colombia. Farmalisto, Salud y bienestar para todos.";
"1246";"1";"1";"MEI-Medellín (Antioquia)";"¿Buscas profesional médico en Medicina Interna? En Farmalisto podrás encontrar médicos en todas las especialidades de la medicina. Ponte en contacto con nuestros médicos afiliados. Contamos con un amplio directorio de profesionales de la salud listados por especialidad o ubicación.
La medicina interna es una especialidad médica que se dedica a la atención integral del adulto enfermo ingresado en un hospital. Tiene los siguientes objetivos:
- Atención clínica integral y completa de los pacientes con problemas de salud en el hospital.
- Guía al enfermo en su compleja trayectoria por el sistema sanitario hospitalario, dirigiendo y coordinando la actuación frente a su enfermedad y coordinando al resto de especialistas necesarios para obtener un diagnóstico y tratamiento adecuados.
- Los médicos internistas son los expertos a quienes recurren los médicos de atención primaria y el resto de especialistas para atender a enfermos complejos cuyo diagnóstico es difícil, que se encuentran afectados por varias enfermedades o que presentan síntomas en varios órganos, aparatos o sistemas del organismo.
- Atender a los pacientes con las enfermedades más habituales que acuden al hospital, ingresados o en consultas ambulatorias.
- La extensa formación de los internistas no evita, sin embargo, que sean expertos en el control de los factores de riesgo cardiovascular, enfermedades infecciosas y muy especialmente el VIH, la insuficiencia cardiaca congestiva, la enfermedad tromboembólica venosa y todas las enfermedades reumatológicas y autoinmunes.
Fuente: https://es.wikipedia.org/wiki/Medicina_interna";"mei-medellin-antioquia";"MEDICINA INTERNA -MEI-Medellín (Antioquia)";"Doctores, medicina general, directorio, médicos, medicina, bogotá, salud, Colombia, tratamiento, profesional,enfermedad";"Encuentre información sobre este y otros profesionales de la salud en cada área de la medicina en Colombia. Farmalisto, Salud y bienestar para todos.";
"1247";"1";"1";"MEI-Montería (Cordoba)";"¿Buscas profesional médico en Medicina Interna? En Farmalisto podrás encontrar médicos en todas las especialidades de la medicina. Ponte en contacto con nuestros médicos afiliados. Contamos con un amplio directorio de profesionales de la salud listados por especialidad o ubicación.
La medicina interna es una especialidad médica que se dedica a la atención integral del adulto enfermo ingresado en un hospital. Tiene los siguientes objetivos:
- Atención clínica integral y completa de los pacientes con problemas de salud en el hospital.
- Guía al enfermo en su compleja trayectoria por el sistema sanitario hospitalario, dirigiendo y coordinando la actuación frente a su enfermedad y coordinando al resto de especialistas necesarios para obtener un diagnóstico y tratamiento adecuados.
- Los médicos internistas son los expertos a quienes recurren los médicos de atención primaria y el resto de especialistas para atender a enfermos complejos cuyo diagnóstico es difícil, que se encuentran afectados por varias enfermedades o que presentan síntomas en varios órganos, aparatos o sistemas del organismo.
- Atender a los pacientes con las enfermedades más habituales que acuden al hospital, ingresados o en consultas ambulatorias.
- La extensa formación de los internistas no evita, sin embargo, que sean expertos en el control de los factores de riesgo cardiovascular, enfermedades infecciosas y muy especialmente el VIH, la insuficiencia cardiaca congestiva, la enfermedad tromboembólica venosa y todas las enfermedades reumatológicas y autoinmunes.
Fuente: https://es.wikipedia.org/wiki/Medicina_interna";"mei-monteria-cordoba";"MEDICINA INTERNA -MEI-Montería (Cordoba)";"Doctores, medicina general, directorio, médicos, medicina, bogotá, salud, Colombia, tratamiento, profesional,enfermedad";"Encuentre información sobre este y otros profesionales de la salud en cada área de la medicina en Colombia. Farmalisto, Salud y bienestar para todos.";
